column,original,imputed
emp_title,,owner
emp_title,,teacher
emp_title,,manager
emp_title,,driver
emp_title,,program manager
emp_title,,associate
emp_title,,supervisor
emp_title,,ar account manager
emp_title,,rn
emp_title,,it manager
emp_title,,certified nursing assistant
emp_title,,registered nurse
emp_title,,sales
emp_title,,project manager
emp_title,,mechanic
emp_title,,data entry specialist 
emp_title,,general manager
emp_title,,administrator 
emp_title,,5 axes operator 
emp_title,,bus driver
emp_title,,engineer
emp_title,,asst. mgr
emp_title,,team leader
emp_title,,accountant
emp_title,,machine operator
emp_title,,account executive
emp_title,,administrative assistant
int_rate,,0.14374897815362933
int_rate,,0.1077822102425876
int_rate,,0.07221844225604297
int_rate,,0.14406072902338377
int_rate,,0.07245879712746858
int_rate,,0.14383840782122903
int_rate,,0.10837824933687003
int_rate,,0.14410466898954705
int_rate,,0.18823014084507045
int_rate,,0.1867738700564972
int_rate,,0.1876105651105651
int_rate,,0.10859740259740258
int_rate,,0.10839760319573902
int_rate,,0.1085955629139073
int_rate,,0.14394649184975195
int_rate,,0.188194109947644
int_rate,,0.07251651785714286
int_rate,,0.07273118675252989
int_rate,,0.07229656419529837
int_rate,,0.1881634746922025
int_rate,,0.25814767441860464
int_rate,,0.2578929411764706
int_rate,,0.2222086956521739
int_rate,,0.25779759036144567
int_rate,,0.22214244604316546
int_rate,,0.2191341379310345
int_rate,,0.2187704980842912
int_rate,,0.2181713004484305
int_rate,,0.2875272727272727
int_rate,,0.2565163043478261
int_rate,,0.2897130434782609
int_rate,,0.25602380952380954
int_rate,,0.28678750000000003
int_rate,,0.28673478260869567
int_rate,,0.143
int_rate,,0.1091
int_rate,,0.0734
int_rate,,0.0735
int_rate,,0.1408
int_rate,,0.1099
int_rate,,0.1825
int_rate,,0.1845
int_rate,,0.0726
int_rate,,0.2499
int_rate,,0.2239
int_rate,,0.21985
int_rate,,0.21484999999999999
int_rate,,0.2115
int_rate,,0.21
int_rate,,0.2942
int_rate,,0.3079
int_rate,,0.245
int_rate,,0.28685
int_rate,,0.2967
int_rate,,0.14374897815362933
int_rate,,0.1077822102425876
int_rate,,0.07221844225604297
int_rate,,0.14406072902338377
int_rate,,0.07245879712746858
int_rate,,0.14383840782122903
int_rate,,0.10837824933687003
int_rate,,0.14410466898954705
int_rate,,0.18823014084507045
int_rate,,0.1867738700564972
int_rate,,0.1876105651105651
int_rate,,0.10859740259740258
int_rate,,0.10839760319573902
int_rate,,0.1085955629139073
int_rate,,0.14394649184975195
int_rate,,0.188194109947644
int_rate,,0.07251651785714286
int_rate,,0.07273118675252989
int_rate,,0.07229656419529837
int_rate,,0.1881634746922025
int_rate,,0.25814767441860464
int_rate,,0.2578929411764706
int_rate,,0.2222086956521739
int_rate,,0.25779759036144567
int_rate,,0.22214244604316546
int_rate,,0.2191341379310345
int_rate,,0.2187704980842912
int_rate,,0.2181713004484305
int_rate,,0.2875272727272727
int_rate,,0.2565163043478261
int_rate,,0.2897130434782609
int_rate,,0.25602380952380954
int_rate,,0.28678750000000003
int_rate,,0.28673478260869567
annual_inc_joint,,10.945547126244623
annual_inc_joint,,11.385103457032141
annual_inc_joint,,11.445727410406752
annual_inc_joint,,10.545367754151743
annual_inc_joint,,11.002116507732017
annual_inc_joint,,10.87806606028079
annual_inc_joint,,11.350418300109132
annual_inc_joint,,10.308985993422082
annual_inc_joint,,11.626263078808801
annual_inc_joint,,9.975854724662028
annual_inc_joint,,11.156264806643742
annual_inc_joint,,11.104972264124868
annual_inc_joint,,11.082157933374816
annual_inc_joint,,11.127277689932466
annual_inc_joint,,11.184435286790631
annual_inc_joint,,12.07254696717504
annual_inc_joint,,11.326607934898927
annual_inc_joint,,11.561725152903833
annual_inc_joint,,11.695255355062795
annual_inc_joint,,11.225256725762893
annual_inc_joint,,11.0186455364637
annual_inc_joint,,10.915106645867503
annual_inc_joint,,11.472113887062386
annual_inc_joint,,11.097425172408931
annual_inc_joint,,11.51293546492023
annual_inc_joint,,11.173262142245258
annual_inc_joint,,10.859018228147887
annual_inc_joint,,11.407576060361786
annual_inc_joint,,11.813037464800539
annual_inc_joint,,10.12667110305036
annual_inc_joint,,11.289794413577894
annual_inc_joint,,10.404293143019792
annual_inc_joint,,10.295563423525277
annual_inc_joint,,10.596659732783579
annual_inc_joint,,11.050905878263567
annual_inc_joint,,10.34177474101152
annual_inc_joint,,10.950824090522445
annual_inc_joint,,10.171107213950854
annual_inc_joint,,10.778977123006351
annual_inc_joint,,9.952325334619427
annual_inc_joint,,10.896757843893464
annual_inc_joint,,11.736077016252437
annual_inc_joint,,11.669937760751914
annual_inc_joint,,11.231106172786824
annual_inc_joint,,10.203629181337648
annual_inc_joint,,10.714439990727769
annual_inc_joint,,11.034905792929415
annual_inc_joint,,10.668978650219241
annual_inc_joint,,10.799595985047786
annual_inc_joint,,10.373522431293592
annual_inc_joint,,11.251573687764477
annual_inc_joint,,10.69650269224425
annual_inc_joint,,11.759793355371237
annual_inc_joint,,11.780606340412168
annual_inc_joint,,10.645448706505872
annual_inc_joint,,11.542493975902508
annual_inc_joint,,10.934908916663861
annual_inc_joint,,12.301387370778713
annual_inc_joint,,10.434145214930487
annual_inc_joint,,10.412741942560633
annual_inc_joint,,10.819798284210286
annual_inc_joint,,11.418625774449598
annual_inc_joint,,10.239995502805316
annual_inc_joint,,11.38054769238444
annual_inc_joint,,9.323401164260197
annual_inc_joint,,10.968215530759236
annual_inc_joint,,11.835016210489899
annual_inc_joint,,10.491301994830229
annual_inc_joint,,11.884495917930655
annual_inc_joint,,11.918397239722838
annual_inc_joint,,10.868587496017359
annual_inc_joint,,11.755879486687116
annual_inc_joint,,11.042201576400009
annual_inc_joint,,11.06665398721974
annual_inc_joint,,11.277215789596893
annual_inc_joint,,10.691967639914864
annual_inc_joint,,11.456651365891052
annual_inc_joint,,11.461642696843066
annual_inc_joint,,10.25769445336048
annual_inc_joint,,10.657282884047461
annual_inc_joint,,12.206077645517674
annual_inc_joint,,12.560247968016562
annual_inc_joint,,12.013706813470414
annual_inc_joint,,11.775297421715827
annual_inc_joint,,10.463131911491967
annual_inc_joint,,10.348205424565993
annual_inc_joint,,10.601647149919609
annual_inc_joint,,11.429554725537322
annual_inc_joint,,10.985309671896763
annual_inc_joint,,10.847801928316501
annual_inc_joint,,11.181973961021713
annual_inc_joint,,10.97159592481632
annual_inc_joint,,10.241743910950843
annual_inc_joint,,11.849404844423074
annual_inc_joint,,11.314486721293981
annual_inc_joint,,9.90353755128617
annual_inc_joint,,11.728044909070785
annual_inc_joint,,10.432968086399285
annual_inc_joint,,10.915033917272405
annual_inc_joint,,11.373674891823535
annual_inc_joint,,11.502885230075814
annual_inc_joint,,11.047726275896391
annual_inc_joint,,10.803323646338322
annual_inc_joint,,11.338583982516495
annual_inc_joint,,12.128116509451258
annual_inc_joint,,12.323860125621126
annual_inc_joint,,10.933124826700707
annual_inc_joint,,12.847929163278053
annual_inc_joint,,11.608244735642321
annual_inc_joint,,10.725489582719506
annual_inc_joint,,11.711784520403112
annual_inc_joint,,11.686887175419702
annual_inc_joint,,10.816954300719182
annual_inc_joint,,10.091252599948522
annual_inc_joint,,11.211833885608513
annual_inc_joint,,10.089095370321234
annual_inc_joint,,10.61187301351291
annual_inc_joint,,10.984987591594274
annual_inc_joint,,10.673618922112436
annual_inc_joint,,11.951186847493476
annual_inc_joint,,11.661354090741
annual_inc_joint,,13.710151153416941
annual_inc_joint,,11.48247656671073
annual_inc_joint,,10.94024216782542
annual_inc_joint,,10.959018351501788
annual_inc_joint,,11.467938559235831
annual_inc_joint,,11.995357787034976
annual_inc_joint,,10.62135173563291
annual_inc_joint,,11.140164692160132
annual_inc_joint,,10.085850775128717
annual_inc_joint,,10.399920091014481
